Node,Centrality Type,Score
新华社,Degree Centrality,0.691233140655106
记者,Degree Centrality,0.5939306358381503
报道,Degree Centrality,0.571290944123314
边境,Degree Centrality,0.174373795761079
工作人员,Degree Centrality,0.2928709055876686
管理,Degree Centrality,0.5149325626204239
越南,Degree Centrality,0.5520231213872833
当局,Degree Centrality,0.4123314065510597
办理,Degree Centrality,0.07707129094412331
回国,Degree Centrality,0.3371868978805395
手续,Degree Centrality,0.11078998073217726
华侨,Degree Centrality,0.4489402697495183
广西,Degree Centrality,0.24373795761078998
手段,Degree Centrality,0.36753371868978807
迫害,Degree Centrality,0.3800578034682081
阻挠,Degree Centrality,0.17822736030828515
申请,Degree Centrality,0.0905587668593449
破坏,Degree Centrality,0.6209055876685935
协议,Degree Centrality,0.3198458574181117
解释,Degree Centrality,0.17678227360308285
强迫,Degree Centrality,0.2119460500963391
攻击,Degree Centrality,0.33429672447013487
中国,Degree Centrality,0.8010597302504817
内容,Degree Centrality,0.43834296724470134
人员,Degree Centrality,0.5452793834296724
赶到,Degree Centrality,0.12572254335260116
集体,Degree Centrality,0.40703275529865124
负责人,Degree Centrality,0.45183044315992293
拒绝,Degree Centrality,0.26541425818882464
代表,Degree Centrality,0.691233140655106
推出,Degree Centrality,0.024566473988439304
逮捕,Degree Centrality,0.13102119460500963
来自,Degree Centrality,0.4417148362235067
学生,Degree Centrality,0.47784200385356457
车站,Degree Centrality,0.16570327552986513
发现,Degree Centrality,0.4966281310211946
释放,Degree Centrality,0.11271676300578035
医生,Degree Centrality,0.20761078998073218
连续,Degree Centrality,0.33140655105973027
不准,Degree Centrality,0.24421965317919075
威胁,Degree Centrality,0.37909441233140656
北京,Degree Centrality,0.6536608863198459
阿拉伯,Degree Centrality,0.3468208092485549
人民,Degree Centrality,0.8328516377649325
社会主义,Degree Centrality,0.7182080924855492
成员,Degree Centrality,0.34441233140655103
夫人,Degree Centrality,0.25
阁下,Degree Centrality,0.16377649325626203
率领,Degree Centrality,0.3111753371868979
代表团,Degree Centrality,0.4918111753371869
今天上午,Degree Centrality,0.20086705202312138
毛泽东,Degree Centrality,0.4147398843930636
主席,Degree Centrality,0.7350674373795761
毛主席,Degree Centrality,0.7167630057803468
贵宾,Degree Centrality,0.1936416184971098
走进,Degree Centrality,0.13102119460500963
部长,Degree Centrality,0.4229287090558767
外交部,Degree Centrality,0.21483622350674372
陪同,Degree Centrality,0.2321772639691715
国家,Degree Centrality,0.8140655105973025
全国,Degree Centrality,0.7490366088631984
战线,Degree Centrality,0.38583815028901736
动员,Degree Centrality,0.32321772639691715
全体,Degree Centrality,0.39306358381502887
职工,Degree Centrality,0.5240847784200385
创造,Degree Centrality,0.4841040462427746
水平,Degree Centrality,0.5573217726396917
生产,Degree Centrality,0.7485549132947977
奋斗,Degree Centrality,0.2726396917148362
计划,Degree Centrality,0.638728323699422
国务院,Degree Centrality,0.3405587668593449
总理,Degree Centrality,0.6194605009633911
指示,Degree Centrality,0.5534682080924855
努力,Degree Centrality,0.6348747591522158
超过,Degree Centrality,0.36608863198458574
同志,Degree Centrality,0.8159922928709056
指出,Degree Centrality,0.7056840077071291
方向,Degree Centrality,0.40847784200385356
夺取,Degree Centrality,0.2769749518304432
贯彻,Degree Centrality,0.35741811175337185
时期,Degree Centrality,0.5852601156069364
发展,Degree Centrality,0.8058766859344894
稳定,Degree Centrality,0.34826589595375723
高产,Degree Centrality,0.20086705202312138
经济,Degree Centrality,0.6955684007707129
效果,Degree Centrality,0.29335260115606937
原材料,Degree Centrality,0.1430635838150289
燃料,Degree Centrality,0.1777456647398844
动力,Degree Centrality,0.2398843930635838
降低,Degree Centrality,0.21965317919075145
增加,Degree Centrality,0.5703275529865125
事故,Degree Centrality,0.1252408477842004
减少,Degree Centrality,0.36560693641618497
实际行动,Degree Centrality,0.1936416184971098
胜利,Degree Centrality,0.558766859344894
分析,Degree Centrality,0.3940269749518304
工业生产,Degree Centrality,0.18978805394990367
形势,Degree Centrality,0.4407514450867052
斗争,Degree Centrality,0.7239884393063584
重点,Degree Centrality,0.39306358381502887
企业,Degree Centrality,0.5746628131021194
见到,Degree Centrality,0.19171483622350674
成效,Degree Centrality,0.1565510597302505
工业,Degree Centrality,0.575626204238921
