Node,Centrality Type,Score
江西,Degree Centrality,0.21525270758122744
个体,Degree Centrality,0.31994584837545126
信息,Degree Centrality,0.39395306859205775
技术,Degree Centrality,0.6222924187725632
社会,Degree Centrality,0.7486462093862816
传播,Degree Centrality,0.2581227436823105
热情,Degree Centrality,0.4016245487364621
收购,Degree Centrality,0.25992779783393505
农民,Degree Centrality,0.6471119133574007
部门,Degree Centrality,0.6606498194945849
粮食,Degree Centrality,0.4354693140794224
关心,Degree Centrality,0.45306859205776173
现象,Degree Centrality,0.5518953068592058
国家,Degree Centrality,0.8041516245487365
劳动,Degree Centrality,0.5094765342960289
种子,Degree Centrality,0.17870036101083034
化肥,Degree Centrality,0.2680505415162455
生产,Degree Centrality,0.6944945848375451
发展,Degree Centrality,0.7838447653429603
安排,Degree Centrality,0.4778880866425993
生活,Degree Centrality,0.703971119133574
金融,Degree Centrality,0.2477436823104693
工作,Degree Centrality,0.8014440433212997
地方,Degree Centrality,0.6922382671480145
减少,Degree Centrality,0.5063176895306859
货币,Degree Centrality,0.25
损害,Degree Centrality,0.28655234657039713
党和政府,Degree Centrality,0.3276173285198556
关系,Degree Centrality,0.6737364620938628
影响,Degree Centrality,0.6782490974729242
意见,Degree Centrality,0.5266245487364621
农村,Degree Centrality,0.5857400722021661
原因,Degree Centrality,0.5744584837545127
克服,Degree Centrality,0.38673285198555957
开辟,Degree Centrality,0.3000902527075812
增加,Degree Centrality,0.6304151624548737
贷款,Degree Centrality,0.35153429602888087
措施,Degree Centrality,0.625
资金,Degree Centrality,0.48104693140794225
消灭,Degree Centrality,0.2084837545126354
扶持,Degree Centrality,0.2328519855595668
农业,Degree Centrality,0.5771660649819494
利益,Degree Centrality,0.5090252707581228
事情,Degree Centrality,0.4453971119133574
巴基斯坦,Degree Centrality,0.29151624548736466
总理,Degree Centrality,0.4981949458483755
主持,Degree Centrality,0.3506317689530686
卫星,Degree Centrality,0.1638086642599278
仪式,Degree Centrality,0.18366425992779783
研究,Degree Centrality,0.6665162454873647
委员会,Degree Centrality,0.5514440433212997
官员,Degree Centrality,0.36462093862815886
透露,Degree Centrality,0.3542418772563177
发射,Degree Centrality,0.14259927797833935
谈判,Degree Centrality,0.3659747292418773
成功,Degree Centrality,0.5108303249097473
新华社,Degree Centrality,0.6074007220216606
北京,Degree Centrality,0.7342057761732852
国际,Degree Centrality,0.6836642599277979
大陆,Degree Centrality,0.3772563176895307
中国,Degree Centrality,0.8244584837545127
队员,Degree Centrality,0.2450361010830325
提供,Degree Centrality,0.6484657039711191
装备,Degree Centrality,0.18095667870036103
走上,Degree Centrality,0.3000902527075812
服装,Degree Centrality,0.18231046931407943
经历,Degree Centrality,0.31272563176895307
考验,Degree Centrality,0.2518050541516246
证明,Degree Centrality,0.39756317689530685
全体,Degree Centrality,0.3808664259927798
出版,Degree Centrality,0.4183212996389892
编辑,Degree Centrality,0.21660649819494585
邓小平,Degree Centrality,0.3916967509025271
实事求是,Degree Centrality,0.2509025270758123
理论,Degree Centrality,0.4557761732851986
马列主义,Degree Centrality,0.1904332129963899
毛泽东思想,Degree Centrality,0.15974729241877256
