Node,Centrality Type,Score
调查,Degree Centrality,0.5606635071090048
研究,Degree Centrality,0.6919431279620853
女娲,Degree Centrality,0.00047393364928909954
亚非,Degree Centrality,0.3402843601895735
劳力,Degree Centrality,0.3109004739336493
群众,Degree Centrality,0.7578199052132701
小姑,Degree Centrality,0.0014218009478672985
解放,Degree Centrality,0.47582938388625595
南北,Degree Centrality,0.21706161137440758
错误,Degree Centrality,0.34360189573459715
生活,Degree Centrality,0.7412322274881517
人民,Degree Centrality,0.8317535545023697
缺少,Degree Centrality,0.2677725118483412
事情,Degree Centrality,0.528436018957346
水平,Degree Centrality,0.5265402843601896
提高,Degree Centrality,0.6995260663507109
购买,Degree Centrality,0.2137440758293839
需求,Degree Centrality,0.0971563981042654
修理,Degree Centrality,0.32748815165876777
城乡,Degree Centrality,0.18341232227488152
服务,Degree Centrality,0.5289099526066351
部门,Degree Centrality,0.5582938388625592
业务,Degree Centrality,0.26066350710900477
广大群众,Degree Centrality,0.2781990521327014
衣服,Degree Centrality,0.15876777251184834
恢复,Degree Centrality,0.556872037914692
整理,Degree Centrality,0.25497630331753557
延长,Degree Centrality,0.23080568720379147
时间,Degree Centrality,0.671563981042654
减轻,Degree Centrality,0.17393364928909952
开支,Degree Centrality,0.18388625592417063
办好,Degree Centrality,0.15781990521327013
事业,Degree Centrality,0.5767772511848341
很大,Degree Centrality,0.6241706161137441
社会,Degree Centrality,0.5933649289099526
节约,Degree Centrality,0.36350710900473937
生产,Degree Centrality,0.7563981042654029
发展,Degree Centrality,0.7872037914691944
设置,Degree Centrality,0.16682464454976303
全国,Degree Centrality,0.7000000000000001
城市,Degree Centrality,0.5601895734597157
地区,Degree Centrality,0.714218009478673
行业,Degree Centrality,0.2194312796208531
调整,Degree Centrality,0.3303317535545024
组织,Degree Centrality,0.7781990521327015
带来,Degree Centrality,0.46350710900473935
出发,Degree Centrality,0.4829383886255924
计划,Degree Centrality,0.7336492890995261
切实,Degree Centrality,0.26872037914691943
安排,Degree Centrality,0.557345971563981
原则,Degree Centrality,0.5587677725118484
分散,Degree Centrality,0.2507109004739337
专业,Degree Centrality,0.3308056872037915
综合,Degree Centrality,0.30426540284360193
固定,Degree Centrality,0.36066350710900474
技术,Degree Centrality,0.662085308056872
自行车,Degree Centrality,0.12606635071090047
设立,Degree Centrality,0.33933649289099527
商店,Degree Centrality,0.3132701421800948
方式,Degree Centrality,0.442654028436019
居民,Degree Centrality,0.4725118483412322
传统,Degree Centrality,0.4786729857819905
经营,Degree Centrality,0.3402843601895735
形式,Degree Centrality,0.5222748815165877
力量,Degree Centrality,0.7109004739336493
人民公社,Degree Centrality,0.5156398104265403
经济,Degree Centrality,0.6853080568720379
工作,Degree Centrality,0.8175355450236967
街道,Degree Centrality,0.21516587677725119
基础,Degree Centrality,0.6312796208530805
国营,Degree Centrality,0.28104265402843603
承担,Degree Centrality,0.24170616113744076
条件,Degree Centrality,0.6696682464454976
地位,Degree Centrality,0.46208530805687204
质量,Degree Centrality,0.47345971563981043
关系,Degree Centrality,0.6601895734597156
利益,Degree Centrality,0.44786729857819907
工人,Degree Centrality,0.7554502369668247
建立,Degree Centrality,0.7227488151658767
职工,Degree Centrality,0.5677725118483412
树立,Degree Centrality,0.32654028436018956
高度,Degree Centrality,0.40710900473933653
顾客,Degree Centrality,0.18056872037914692
感到,Degree Centrality,0.5834123222748815
满意,Degree Centrality,0.3127962085308057
领导,Degree Centrality,0.7388625592417062
人员,Degree Centrality,0.6061611374407583
思想,Degree Centrality,0.6241706161137441
教育,Degree Centrality,0.6104265402843602
保证,Degree Centrality,0.6701421800947868
岗位,Degree Centrality,0.19763033175355452
价值,Degree Centrality,0.3146919431279621
财富,Degree Centrality,0.2218009478672986
赞扬,Degree Centrality,0.3341232227488152
善于,Degree Centrality,0.309478672985782
光荣,Degree Centrality,0.37772511848341234
充分发挥,Degree Centrality,0.2943127962085308
积极性,Degree Centrality,0.36208530805687206
创造性,Degree Centrality,0.21469194312796208
新华社,Degree Centrality,0.7009478672985783
拉丁美洲,Degree Centrality,0.44123222748815166
通讯社,Degree Centrality,0.28056872037914693
古巴,Degree Centrality,0.6677725118483413
联合会,Degree Centrality,0.2862559241706161
执行,Degree Centrality,0.6004739336492891
委员会,Degree Centrality,0.6597156398104266
号召,Degree Centrality,0.49194312796208534
全体,Degree Centrality,0.5606635071090048
秩序,Degree Centrality,0.18625592417061612
纪律,Degree Centrality,0.11848341232227488
警惕,Degree Centrality,0.22559241706161137
镇压,Degree Centrality,0.33886255924170616
破坏,Degree Centrality,0.5004739336492892
指出,Degree Centrality,0.6995260663507109
参加,Degree Centrality,0.7838862559241706
民兵,Degree Centrality,0.24407582938388625
服从,Degree Centrality,0.17345971563981044
总理,Degree Centrality,0.48199052132701425
革命,Degree Centrality,0.7109004739336493
领导人,Degree Centrality,0.44786729857819907
命令,Degree Centrality,0.3132701421800948
日讯,Degree Centrality,0.45071090047393364
中国,Degree Centrality,0.7729857819905214
选手,Degree Centrality,0.24028436018957347
国际,Degree Centrality,0.6099526066350711
乒乓球,Degree Centrality,0.26966824644549764
公布,Degree Centrality,0.24502369668246446
世界,Degree Centrality,0.6763033175355451
