Node,Centrality Type,Score
广东省,Degree Centrality,0.2470210815765353
战士,Degree Centrality,0.38221814848762603
政府,Degree Centrality,0.7181484876260312
发现,Degree Centrality,0.5957836846929423
司法,Degree Centrality,0.22731439046746105
办公室,Degree Centrality,0.32813932172318977
打击,Degree Centrality,0.33455545371219064
连续,Degree Centrality,0.4582951420714941
激烈,Degree Centrality,0.3162236480293309
身体,Degree Centrality,0.2236480293308891
战友,Degree Centrality,0.13428047662694775
状态,Degree Centrality,0.32080659945004586
处于,Degree Centrality,0.3854262144821265
时间,Degree Centrality,0.6659028414298809
参加,Degree Centrality,0.7208982584784601
广州,Degree Centrality,0.3244729605866178
深圳,Degree Centrality,0.34280476626947753
公路,Degree Centrality,0.3226397800183318
执行,Degree Centrality,0.49862511457378556
车辆,Degree Centrality,0.22593950504124657
检查,Degree Centrality,0.44821264894592117
接受,Degree Centrality,0.5985334555453712
坐在,Degree Centrality,0.16544454628780936
老人,Degree Centrality,0.3327222731439047
听说,Degree Centrality,0.20485792850595785
抢救,Degree Centrality,0.17323556370302476
医院,Degree Centrality,0.41154903758020167
担心,Degree Centrality,0.270852428964253
医生,Degree Centrality,0.24427131072410632
感动,Degree Centrality,0.2080659945004583
人民,Degree Centrality,0.7323556370302475
手术,Degree Centrality,0.17094408799266728
同志,Degree Centrality,0.6943171402383135
陪同,Degree Centrality,0.21448212648945922
维护,Degree Centrality,0.5022914757103575
奖金,Degree Centrality,0.20669110907424382
作出,Degree Centrality,0.6182401466544455
部队,Degree Centrality,0.5792850595783685
发出,Degree Centrality,0.3780934922089826
学习,Degree Centrality,0.5879926672777269
号召,Degree Centrality,0.2534372135655362
表现,Degree Centrality,0.5206232813932172
名义,Degree Centrality,0.2076076993583868
授予,Degree Centrality,0.25022914757103576
模范,Degree Centrality,0.15902841429880843
全省,Degree Centrality,0.42117323556370306
事迹,Degree Centrality,0.2016498625114574
全国,Degree Centrality,0.7479376718606783
北京,Degree Centrality,0.7094408799266728
会议,Degree Centrality,0.6351970669110908
委员,Degree Centrality,0.423006416131989
书记,Degree Centrality,0.40375802016498624
报道,Degree Centrality,0.6585701191567369
领导,Degree Centrality,0.7250229147571036
提出,Degree Centrality,0.7167736021998167
时代,Degree Centrality,0.4317140238313474
英雄,Degree Centrality,0.29055912007332724
宣传,Degree Centrality,0.5206232813932172
家乡,Degree Centrality,0.2543538038496792
市委,Degree Centrality,0.3331805682859762
全市,Degree Centrality,0.4188817598533456
俄罗斯,Degree Centrality,0.4945004582951421
海军,Degree Centrality,0.2392300641613199
邀请,Degree Centrality,0.3570119156736939
今天上午,Degree Centrality,0.2713107241063245
友好访问,Degree Centrality,0.08661778185151238
军队,Degree Centrality,0.48212648945921177
增进,Degree Centrality,0.230980751604033
友谊,Degree Centrality,0.2983501374885426
本报讯,Degree Centrality,0.44454628780934924
协会,Degree Centrality,0.3707607699358387
