Node,Centrality Type,Score
新华社,Degree Centrality,0.6226793778223783
菲律宾,Degree Centrality,0.14049172102358254
总统,Degree Centrality,0.435022579026593
全国,Degree Centrality,0.5980933266432513
实行,Degree Centrality,0.5248369292523833
通讯社,Degree Centrality,0.210235825388861
发出,Degree Centrality,0.27345709984947314
报道,Degree Centrality,0.4174611138986452
发生,Degree Centrality,0.496236828901154
分子,Degree Centrality,0.19919719016557952
推翻,Degree Centrality,0.17511289513296538
政府,Degree Centrality,0.603612644254892
危险,Degree Centrality,0.2674360260913196
军队,Degree Centrality,0.42849974912192673
电台,Degree Centrality,0.12644254892122428
逮捕,Degree Centrality,0.09182137481184144
领导人,Degree Centrality,0.29553437029603613
学院,Degree Centrality,0.08981435022579026
大学,Degree Centrality,0.25238334169593574
事情,Degree Centrality,0.32563973908680377
批评,Degree Centrality,0.2558956347215253
日益,Degree Centrality,0.33718013045659806
政治,Degree Centrality,0.6342197691921726
地位,Degree Centrality,0.3321625689914701
报纸,Degree Centrality,0.24184646261916706
当局,Degree Centrality,0.303060712493728
爱国,Degree Centrality,0.3346713497240341
组织,Degree Centrality,0.7245358755644756
负责人,Degree Centrality,0.34069242348218765
谴责,Degree Centrality,0.3482187656798795
侵犯,Degree Centrality,0.17360762669342697
人民,Degree Centrality,0.8524836929252383
外交部,Degree Centrality,0.2277972905168088
部长,Degree Centrality,0.36828901154039134
会见,Degree Centrality,0.246864024084295
北京,Degree Centrality,0.4867034621174109
访问,Degree Centrality,0.5127947817360762
联合国,Degree Centrality,0.3482187656798795
协商,Degree Centrality,0.1510286001003512
秘书长,Degree Centrality,0.18013045659809332
在座,Degree Centrality,0.1324636226793778
平等,Degree Centrality,0.17410938283993976
结束,Degree Centrality,0.5203211239337682
乘飞机,Degree Centrality,0.15002508780732562
离开,Degree Centrality,0.4099347717009533
大事,Degree Centrality,0.18364274962368288
国家,Degree Centrality,0.801806322127446
位于,Degree Centrality,0.16056196688409433
