Node,Centrality Type,Score
车间,Degree Centrality,0.3925850685627222
革命,Degree Centrality,0.8547486033519552
毛主席,Degree Centrality,0.8227526663280853
政策,Degree Centrality,0.5632300660233621
体现,Degree Centrality,0.20314880650076178
群众,Degree Centrality,0.7856780091416963
团结,Degree Centrality,0.541899441340782
人民,Degree Centrality,0.8217369222955815
教育,Degree Centrality,0.6160487557135601
打击,Degree Centrality,0.3748095479939055
敌人,Degree Centrality,0.6053834433722701
强大,Degree Centrality,0.3600812595226003
思想,Degree Centrality,0.6500761808024378
武器,Degree Centrality,0.43423057389537834
落实,Degree Centrality,0.38141188420518024
清理,Degree Centrality,0.20975114271203654
阶级,Degree Centrality,0.5693245302183849
队伍,Degree Centrality,0.4286439817166074
工作,Degree Centrality,0.723209751142712
矛盾,Degree Centrality,0.33011681056373793
发动,Degree Centrality,0.4398171660741493
执行,Degree Centrality,0.4728288471305231
积极性,Degree Centrality,0.29050279329608936
学习,Degree Centrality,0.659725749111224
教导,Degree Centrality,0.6571863890299644
极大,Degree Centrality,0.3494159471813103
社会主义,Degree Centrality,0.659217877094972
代表,Degree Centrality,0.6185881157948196
先进,Degree Centrality,0.3524631792788217
正确,Degree Centrality,0.43880142204164546
改造,Degree Centrality,0.42712036566785166
世界,Degree Centrality,0.5571356018283392
方向,Degree Centrality,0.3753174200101574
善于,Degree Centrality,0.14118842051802943
斗争,Degree Centrality,0.7597765363128491
事实,Degree Centrality,0.3646521076688674
证明,Degree Centrality,0.3077704418486541
小组,Degree Centrality,0.3631284916201117
女工,Degree Centrality,0.08938547486033518
生产,Degree Centrality,0.7181310309801929
关心,Degree Centrality,0.2849162011173184
反动,Degree Centrality,0.5977653631284916
揭发,Degree Centrality,0.11833417978669375
态度,Degree Centrality,0.3291010665312341
调查,Degree Centrality,0.3834433722701879
反革命,Degree Centrality,0.5332656170644997
分子,Degree Centrality,0.3067546978161503
罪行,Degree Centrality,0.30980192991366173
涉及,Degree Centrality,0.05992889791772473
工人,Degree Centrality,0.7811071609954291
同志,Degree Centrality,0.7094972067039106
文化大革命,Degree Centrality,0.595226003047232
影响,Degree Centrality,0.45962417470797357
跟着,Degree Centrality,0.202133062468258
感到,Degree Centrality,0.42204164550533263
压力,Degree Centrality,0.13204672422549515
很大,Degree Centrality,0.4631792788217369
大胆,Degree Centrality,0.24073133570340272
情况,Degree Centrality,0.6419502285424072
解放军,Degree Centrality,0.48654139156932447
举办,Degree Centrality,0.324530218384967
毛泽东思想,Degree Centrality,0.7272727272727272
学习班,Degree Centrality,0.40375825292026407
认真学习,Degree Centrality,0.33113255459624175
方法,Degree Centrality,0.4002031488065007
才能,Degree Centrality,0.4855256475368207
解决,Degree Centrality,0.5586592178770949
抓紧,Degree Centrality,0.1802945657694261
历史,Degree Centrality,0.5297105129507363
分析,Degree Centrality,0.33417978669375314
政治,Degree Centrality,0.6429659725749111
积极分子,Degree Centrality,0.23362112747587607
提高,Degree Centrality,0.5881157948197054
经验,Degree Centrality,0.5165058405281868
推广,Degree Centrality,0.27831386490604365
推动,Degree Centrality,0.34281361097003554
新华社,Degree Centrality,0.5490096495683088
济南,Degree Centrality,0.08075165058405281
山东,Degree Centrality,0.09700355510411375
黄河,Degree Centrality,0.05738953783646521
地区,Degree Centrality,0.6196038598273235
指引,Degree Centrality,0.3641442356526155
人民解放军,Degree Centrality,0.37074657186389026
工人阶级,Degree Centrality,0.5236160487557135
支援,Degree Centrality,0.3737938039614017
战胜,Degree Centrality,0.34687658710005076
连续,Degree Centrality,0.3494159471813103
确保,Degree Centrality,0.09649568308786186
工业,Degree Centrality,0.42356526155408836
基地,Degree Centrality,0.28237684103605887
物资,Degree Centrality,0.18892839004570847
农村,Degree Centrality,0.5977653631284916
城市,Degree Centrality,0.37836465210766884
铁路,Degree Centrality,0.23463687150837986
山东省,Degree Centrality,0.07872016251904519
委员会,Degree Centrality,0.5505332656170645
部队,Degree Centrality,0.5063484002031488
做好,Degree Centrality,0.29913661757237175
组织,Degree Centrality,0.6353478923311325
物质,Degree Centrality,0.13966480446927373
伟大领袖,Degree Centrality,0.6231589639410868
遵照,Degree Centrality,0.48603351955307256
胜利,Degree Centrality,0.6617572371762316
检查,Degree Centrality,0.3326561706449974
成员,Degree Centrality,0.48349415947181307
投入,Degree Centrality,0.35500253936008125
困难,Degree Centrality,0.521076688674454
不顾,Degree Centrality,0.2595226003047232
生命,Degree Centrality,0.22143219908583034
危险,Degree Centrality,0.31335703402742504
带领,Degree Centrality,0.3448450990350431
突击,Degree Centrality,0.11782630777044184
英勇,Degree Centrality,0.34230573895378363
顽强,Degree Centrality,0.18689690198070086
保护,Degree Centrality,0.27882173692229556
怀着,Degree Centrality,0.33062468257998984
队员,Degree Centrality,0.2265109192483494
无限,Degree Centrality,0.35043169121381407
忠于,Degree Centrality,0.3179278821736922
深厚,Degree Centrality,0.24174707973590653
感情,Degree Centrality,0.3331640426612493
事情,Degree Centrality,0.2930421533773489
办好,Degree Centrality,0.1686135093956323
艰巨,Degree Centrality,0.16607414931437275
安排,Degree Centrality,0.2691721686135094
发扬,Degree Centrality,0.36922295581513453
共产主义,Degree Centrality,0.3057389537836465
精神,Degree Centrality,0.5825292026409344
创造,Degree Centrality,0.404266124936516
提出,Degree Centrality,0.5860843067546978
军民,Degree Centrality,0.3412899949212798
红旗,Degree Centrality,0.38141188420518024
充分发挥,Degree Centrality,0.24225495175215844
全体,Degree Centrality,0.3763331640426612
夺得,Degree Centrality,0.14118842051802943
伟大胜利,Degree Centrality,0.31183341797866937
指示,Degree Centrality,0.5043169121381411
工程,Degree Centrality,0.3687150837988826
实际行动,Degree Centrality,0.24377856780091414
迎接,Degree Centrality,0.202133062468258
管理,Degree Centrality,0.3743016759776536
公社,Degree Centrality,0.5413915693245301
商业,Degree Centrality,0.2595226003047232
环节,Degree Centrality,0.090401218892839
成绩,Degree Centrality,0.3448450990350431
人员,Degree Centrality,0.5068562722194007
农具,Degree Centrality,0.11782630777044184
肥料,Degree Centrality,0.10868461147790756
供应,Degree Centrality,0.2676485525647537
农业,Degree Centrality,0.5281868969019806
叛徒,Degree Centrality,0.6460132046724225
刘少奇,Degree Centrality,0.5231081767394616
修正主义,Degree Centrality,0.5779583544946673
路线,Degree Centrality,0.5530726256983239
推行,Degree Centrality,0.33773489080751645
领导,Degree Centrality,0.6566785170137125
业务,Degree Centrality,0.17369222955815133
脱离,Degree Centrality,0.2722194007110208
运动,Degree Centrality,0.5383443372270188
社队,Degree Centrality,0.2381919756221432
供销社,Degree Centrality,0.13712544438801422
不用,Degree Centrality,0.1356018283392585
提到,Degree Centrality,0.1345860843067547
大队,Degree Centrality,0.5937023869984763
制订,Degree Centrality,0.21330624682579988
计划,Degree Centrality,0.5327577450482478
会议,Degree Centrality,0.4636871508379888
干部,Degree Centrality,0.5911630269172168
小麦,Degree Centrality,0.17877094972067037
机械,Degree Centrality,0.20060944641950226
机器,Degree Centrality,0.3092940578974098
加上,Degree Centrality,0.138141188420518
劳动,Degree Centrality,0.6744540375825292
生产队,Degree Centrality,0.43524631792788215
意见,Degree Centrality,0.4012188928390045
建立,Degree Centrality,0.5683087861858811
现场,Degree Centrality,0.1828339258506856
教学,Degree Centrality,0.22955815134586083
办法,Degree Centrality,0.45048247841543926
