Node,Centrality Type,Score
汽车,Degree Centrality,0.4608859566446748
走上,Degree Centrality,0.3708765315739868
岗位,Degree Centrality,0.23468426013195098
光荣,Degree Centrality,0.4448633364750236
战士,Degree Centrality,0.4891611687087653
工人,Degree Centrality,0.7841658812441094
中东,Degree Centrality,0.18096135721017909
事件,Degree Centrality,0.474081055607917
报纸,Degree Centrality,0.5678605089538171
新闻,Degree Centrality,0.38077285579641845
评论,Degree Centrality,0.37888784165881245
显示,Degree Centrality,0.40339302544769085
局势,Degree Centrality,0.34495758718190384
能力,Degree Centrality,0.46842601319509897
紧张,Degree Centrality,0.5400565504241281
战场,Degree Centrality,0.14797360980207352
学校,Degree Centrality,0.6008482563619227
工作,Degree Centrality,0.8265786993402451
学习,Degree Centrality,0.6842601319509897
学生,Degree Centrality,0.6682375117813384
锻炼,Degree Centrality,0.326578699340245
是从,Degree Centrality,0.471253534401508
给予,Degree Centrality,0.5103675777568332
培育,Degree Centrality,0.2591894439208294
感到,Degree Centrality,0.6366635249764373
压迫,Degree Centrality,0.3001885014137606
告诉,Degree Centrality,0.5169651272384542
母亲,Degree Centrality,0.2606032045240339
参加,Degree Centrality,0.8171536286522149
伪军,Degree Centrality,0.032516493873704054
中国,Degree Centrality,0.7808671065032987
死亡,Degree Centrality,0.25683317624882185
道理,Degree Centrality,0.3190386427898209
抗日,Degree Centrality,0.09330819981149858
革命,Degree Centrality,0.7290292177191329
回家,Degree Centrality,0.2120640904806786
走进,Degree Centrality,0.1955702167766258
懂得,Degree Centrality,0.3473138548539114
胜利,Degree Centrality,0.6833176248821866
无限,Degree Centrality,0.34967012252591895
前途,Degree Centrality,0.31055607917059375
对象,Degree Centrality,0.2775683317624882
动力,Degree Centrality,0.3298774740810556
中国共产党,Degree Centrality,0.4189443920829406
经历,Degree Centrality,0.29783223374175305
教育,Degree Centrality,0.6668237511781339
打开,Degree Centrality,0.32139491046182844
共产主义,Degree Centrality,0.6135721017907634
队伍,Degree Centrality,0.49952874646559847
同志,Degree Centrality,0.7530631479736097
全国,Degree Centrality,0.7667295004712535
觉悟,Degree Centrality,0.3364750235626767
素质,Degree Centrality,0.016022620169651274
成就,Degree Centrality,0.6376060320452404
机会,Degree Centrality,0.4363807728557964
值得,Degree Centrality,0.40951932139491043
和平,Degree Centrality,0.650329877474081
建设,Degree Centrality,0.760603204524034
分配,Degree Centrality,0.42082940622054665
部队,Degree Centrality,0.5560791705937794
连续,Degree Centrality,0.3770028275212064
将军,Degree Centrality,0.2813383600377003
跟着,Degree Centrality,0.24410933081998115
休息,Degree Centrality,0.3016022620169651
检查,Degree Centrality,0.48114985862393966
战友,Degree Centrality,0.14420358152686144
办法,Degree Centrality,0.7002827521206408
敌人,Degree Centrality,0.4891611687087653
阵地,Degree Centrality,0.21065032987747406
跃进,Degree Centrality,0.5914231856738925
出发,Degree Centrality,0.43685202639019793
地点,Degree Centrality,0.23374175306314796
执行,Degree Centrality,0.6182846371347785
阻止,Degree Centrality,0.2874646559849199
利用,Degree Centrality,0.6965127238454288
公路,Degree Centrality,0.33223374175306314
发起,Degree Centrality,0.2120640904806786
进攻,Degree Centrality,0.383129123468426
北京,Degree Centrality,0.6413760603204524
来到,Degree Centrality,0.43920829406220546
英雄,Degree Centrality,0.4429783223374175
农民,Degree Centrality,0.7134778510838831
代表,Degree Centrality,0.7426955702167766
会见,Degree Centrality,0.27992459943449577
毛主席,Degree Centrality,0.5089538171536286
愿望,Degree Centrality,0.49198868991517436
全体,Degree Centrality,0.6404335532516494
热烈,Degree Centrality,0.5400565504241281
掌声,Degree Centrality,0.35061262959472195
伟大领袖,Degree Centrality,0.10131950989632423
邓小平,Degree Centrality,0.046182846371347785
中央,Degree Centrality,0.589066918001885
领导,Degree Centrality,0.7540056550424128
情景,Degree Centrality,0.21724787935909518
眼睛,Degree Centrality,0.26201696512723843
健康,Degree Centrality,0.3718190386427898
身体,Degree Centrality,0.2064090480678605
欢呼,Degree Centrality,0.24505183788878415
发出,Degree Centrality,0.49622997172478794
农业,Degree Centrality,0.6936852026390198
战线,Degree Centrality,0.4825636192271442
伟大胜利,Degree Centrality,0.25259189443920826
鼓舞,Degree Centrality,0.5287464655984919
创造,Degree Centrality,0.6616399622997172
红旗,Degree Centrality,0.4651272384542884
杂志,Degree Centrality,0.2412818096135721
人民,Degree Centrality,0.8393025447690857
介绍,Degree Centrality,0.49717247879359094
改变,Degree Centrality,0.6182846371347785
面貌,Degree Centrality,0.42082940622054665
人民公社,Degree Centrality,0.6795475966069745
怀着,Degree Centrality,0.2591894439208294
心情,Degree Centrality,0.3920829406220547
兴奋,Degree Centrality,0.3529688972667295
感情,Degree Centrality,0.324693685202639
接见,Degree Centrality,0.19792648444863337
劳动,Degree Centrality,0.7813383600377003
社员,Degree Centrality,0.6145146088595664
生产,Degree Centrality,0.7954759660697455
群众,Degree Centrality,0.7657869934024505
干部,Degree Centrality,0.6738925541941564
紧密,Degree Centrality,0.352497643732328
团结,Degree Centrality,0.5692742695570217
指示,Degree Centrality,0.48020735155513666
人人,Degree Centrality,0.3661639962299717
亩产,Degree Centrality,0.26013195098963243
粮食,Degree Centrality,0.532516493873704
社会主义,Degree Centrality,0.7794533459000942
先进,Degree Centrality,0.590951932139491
单位,Degree Centrality,0.590951932139491
会议,Degree Centrality,0.7525918944392083
战胜,Degree Centrality,0.45617342130065974
土地,Degree Centrality,0.5579641847313854
水稻,Degree Centrality,0.29783223374175305
增产,Degree Centrality,0.4773798303487276
平均,Degree Centrality,0.4557021677662582
书记,Degree Centrality,0.44533459000942505
出席,Degree Centrality,0.3727615457115928
见到,Degree Centrality,0.20311027332704995
离开,Degree Centrality,0.5047125353440151
湖北省,Degree Centrality,0.23798303487276154
著名,Degree Centrality,0.474081055607917
棉花,Degree Centrality,0.4062205466540999
