Node,Centrality Type,Score
新华社,Degree Centrality,0.412916887241927
延安,Degree Centrality,0.4303864478560085
巴黎,Degree Centrality,0.15193223928004235
和平,Degree Centrality,0.46320804658549497
会议,Degree Centrality,0.4076230809952356
开幕,Degree Centrality,0.08099523557437799
正式,Degree Centrality,0.1868713605082054
总理,Degree Centrality,0.09793541556379037
代表,Degree Centrality,0.5092641609317099
法国,Degree Centrality,0.22922181048173637
气氛,Degree Centrality,0.024880889359449446
工作,Degree Centrality,0.574907358390683
选举,Degree Centrality,0.23292747485442034
主席,Degree Centrality,0.31551085230280573
秘书长,Degree Centrality,0.06723133933298042
提案,Degree Centrality,0.092641609317099
成立,Degree Centrality,0.3478030704076231
审查,Degree Centrality,0.07252514557967178
委员会,Degree Centrality,0.3716251985177343
苏联,Degree Centrality,0.42668078348332455
巴西,Degree Centrality,0.035468501852832186
荷兰,Degree Centrality,0.06934886183165696
大会,Degree Centrality,0.3748014822657491
外长,Degree Centrality,0.18210693488618318
发表,Degree Centrality,0.2848067760719958
意见,Degree Centrality,0.27686606670195874
解释,Degree Centrality,0.13340391741662255
讨论,Degree Centrality,0.3504499735309688
莫斯科,Degree Centrality,0.19269454737956593
广播,Degree Centrality,0.15087347803070408
草案,Degree Centrality,0.10587612493382743
协定,Degree Centrality,0.18581259925886714
意义,Degree Centrality,0.15775542615140287
解决,Degree Centrality,0.40974060349391217
参加,Degree Centrality,0.5023822128110111
制订,Degree Centrality,0.055055584965590265
经济,Degree Centrality,0.3546850185283219
联合国,Degree Centrality,0.21122286924298572
损失,Degree Centrality,0.18845950238221282
协议,Degree Centrality,0.2281630492323981
提出,Degree Centrality,0.46532556908417155
建议,Degree Centrality,0.2477501323451562
克服,Degree Centrality,0.1836950767601906
困难,Degree Centrality,0.308628904182107
报纸,Degree Centrality,0.289571201694018
很大,Degree Centrality,0.23398623610375863
指出,Degree Centrality,0.3832715722604553
发生,Degree Centrality,0.331921651667549
分歧,Degree Centrality,0.05346744309158285
影响,Degree Centrality,0.27316040232927474
利益,Degree Centrality,0.2551614610905241
当局,Degree Centrality,0.3753308628904182
美国,Degree Centrality,0.6066701958708312
负责,Degree Centrality,0.223928004235045
声明,Degree Centrality,0.2551614610905241
毛泽东,Degree Centrality,0.0968766543144521
同志,Degree Centrality,0.4557967178401271
全国,Degree Centrality,0.40127051349920595
人民,Degree Centrality,0.7014293276866067
停止,Degree Centrality,0.27316040232927474
军事,Degree Centrality,0.32398094229751195
回答,Degree Centrality,0.13763896241397566
华盛顿,Degree Centrality,0.10375860243515088
在于,Degree Centrality,0.17628374801482266
目的,Degree Centrality,0.2752779248279513
国务院,Degree Centrality,0.04817363684489148
评论,Degree Centrality,0.10375860243515088
协助,Degree Centrality,0.15140285865537323
中国,Degree Centrality,0.6304923239809423
领土,Degree Centrality,0.12069878242456326
性质,Degree Centrality,0.10958178930651138
日本,Degree Centrality,0.42403388035997885
执行,Degree Centrality,0.27898358920063526
