Node,Centrality Type,Score
北京,Degree Centrality,0.7469332121762835
记者,Degree Centrality,0.7764652430713311
报道,Degree Centrality,0.692412539754657
全国,Degree Centrality,0.7437528396183553
北京市,Degree Centrality,0.49750113584734207
运动,Degree Centrality,0.47251249432076325
来自,Degree Centrality,0.6447069513857338
省市,Degree Centrality,0.36392548841435707
中央,Degree Centrality,0.5988187187641981
新闻,Degree Centrality,0.5106769650159019
单位,Degree Centrality,0.6388005452067241
工作者,Degree Centrality,0.41072239890958656
参加,Degree Centrality,0.7133121308496138
比赛,Degree Centrality,0.48341662880508857
开发,Degree Centrality,0.582916855974557
中心,Degree Centrality,0.6519763743752839
介绍,Degree Centrality,0.6415265788278055
参与,Degree Centrality,0.6301681054066334
改为,Degree Centrality,0.22080872330758744
组织,Degree Centrality,0.7510222626079055
专家,Degree Centrality,0.663789186733303
设计,Degree Centrality,0.4843253066787824
富有,Degree Centrality,0.2644252612448887
汽车,Degree Centrality,0.49613811903680144
有限公司,Degree Centrality,0.38845979100408906
业余,Degree Centrality,0.14311676510676966
文化,Degree Centrality,0.6974102680599727
生活,Degree Centrality,0.7223989095865515
增强,Degree Centrality,0.5470240799636529
增进,Degree Centrality,0.23625624716038163
交流,Degree Centrality,0.5084052703316674
友谊,Degree Centrality,0.2585188550658791
设立,Degree Centrality,0.4943207632894139
成功,Degree Centrality,0.6292594275329395
举办,Degree Centrality,0.5184007269422989
影响,Degree Centrality,0.7014993184915947
人员,Degree Centrality,0.6805997273966379
规模,Degree Centrality,0.4911403907314857
济南,Degree Centrality,0.19445706497046797
正式,Degree Centrality,0.5656519763743753
就业,Degree Centrality,0.5120399818264425
援助,Degree Centrality,0.360290776919582
活动,Degree Centrality,0.7519309404815993
政府,Degree Centrality,0.7414811449341209
岗位,Degree Centrality,0.4302589731940027
提供,Degree Centrality,0.7069513857337574
寻找,Degree Centrality,0.36210813266696956
工作,Degree Centrality,0.7982735120399818
签订,Degree Centrality,0.3407542026351658
综合,Degree Centrality,0.514311676510677
提到,Degree Centrality,0.2412539754656974
不到,Degree Centrality,0.48886869604725125
借口,Degree Centrality,0.1412994093593821
放弃,Degree Centrality,0.37210358927760107
机会,Degree Centrality,0.5115856428895956
社会,Degree Centrality,0.7514766015447524
比例,Degree Centrality,0.3780099954566106
连续,Degree Centrality,0.49522944116310763
解释,Degree Centrality,0.3607451158564289
分析,Degree Centrality,0.55474784189005
失业,Degree Centrality,0.32757837346660607
观念,Degree Centrality,0.4479781917310313
收入,Degree Centrality,0.5047705588368923
压力,Degree Centrality,0.45888232621535663
较大,Degree Centrality,0.4202635165833712
困难,Degree Centrality,0.6056338028169014
时间,Degree Centrality,0.6746933212176284
英雄,Degree Centrality,0.3325761017719218
承包,Degree Centrality,0.27305770104497956
治理,Degree Centrality,0.4302589731940027
指标,Degree Centrality,0.32621535665606544
