Node,Centrality Type,Score
新华社,Degree Centrality,0.6276400367309458
美国,Degree Centrality,0.7226813590449954
总理,Degree Centrality,0.5555555555555556
赵紫阳,Degree Centrality,0.3824609733700643
代表,Degree Centrality,0.6790633608815427
人民,Degree Centrality,0.7952249770431589
中国,Degree Centrality,0.8351698806244261
贵宾,Degree Centrality,0.13452708907254363
访问,Degree Centrality,0.5661157024793388
热烈,Degree Centrality,0.34251606978879706
作出,Degree Centrality,0.6294765840220385
发展,Degree Centrality,0.800275482093664
贡献,Degree Centrality,0.5367309458218549
著名,Degree Centrality,0.40633608815426997
人物,Degree Centrality,0.344811753902663
土地,Degree Centrality,0.4476584022038567
精神,Degree Centrality,0.6193755739210285
热情,Degree Centrality,0.46831955922865015
地方,Degree Centrality,0.7024793388429752
交往,Degree Centrality,0.21533516988062443
历史,Degree Centrality,0.6685032139577594
活动,Degree Centrality,0.7355371900826446
革命,Degree Centrality,0.6349862258953168
关系,Degree Centrality,0.6983471074380165
时期,Degree Centrality,0.571625344352617
应邀出席,Degree Centrality,0.12534435261707988
宴会,Degree Centrality,0.209366391184573
外交部长,Degree Centrality,0.16804407713498623
国务院,Degree Centrality,0.43847566574839303
秘书长,Degree Centrality,0.27043158861340677
离开,Degree Centrality,0.45316804407713496
华盛顿,Degree Centrality,0.2190082644628099
今天上午,Degree Centrality,0.30165289256198347
参观,Degree Centrality,0.4398530762167126
来到,Degree Centrality,0.4444444444444444
自动,Degree Centrality,0.20064279155188247
居民,Degree Centrality,0.391643709825528
传统,Degree Centrality,0.5068870523415978
文化,Degree Centrality,0.6336088154269972
中心,Degree Centrality,0.5762167125803489
大学,Degree Centrality,0.45179063360881544
位于,Degree Centrality,0.23094582185491278
建成,Degree Centrality,0.3443526170798898
乡村,Degree Centrality,0.2460973370064279
展示,Degree Centrality,0.14416896235078053
观看,Degree Centrality,0.2056932966023875
村民,Degree Centrality,0.1450872359963269
表演,Degree Centrality,0.2392102846648301
接受,Degree Centrality,0.5817263544536272
结束,Degree Centrality,0.5707070707070707
演出,Degree Centrality,0.3673094582185491
音乐,Degree Centrality,0.21028466483011937
太平洋,Degree Centrality,0.21074380165289255
民族,Degree Centrality,0.5853994490358126
世界,Degree Centrality,0.6882460973370064
希望,Degree Centrality,0.6965105601469238
有名,Degree Centrality,0.209366391184573
到达,Degree Centrality,0.3149678604224059
机场,Degree Centrality,0.3076216712580349
发表,Degree Centrality,0.5651974288337924
讲话,Degree Centrality,0.4784205693296602
表达,Degree Centrality,0.2497704315886134
熟悉,Degree Centrality,0.275941230486685
友谊,Degree Centrality,0.4003673094582185
友好关系,Degree Centrality,0.23553719008264462
今天下午,Degree Centrality,0.3218549127640037
出席,Degree Centrality,0.3723599632690542
招待会,Degree Centrality,0.2828282828282828
会见,Degree Centrality,0.40082644628099173
负责人,Degree Centrality,0.4954086317722681
博士,Degree Centrality,0.17079889807162535
学者,Degree Centrality,0.2773186409550046
学生,Degree Centrality,0.5831037649219467
组织,Degree Centrality,0.7626262626262627
学习,Degree Centrality,0.6391184573002755
参加,Degree Centrality,0.7589531680440771
孙女,Degree Centrality,0.028466483011937556
生活,Degree Centrality,0.7213039485766758
展览,Degree Centrality,0.26859504132231404
展出,Degree Centrality,0.20890725436179983
介绍,Degree Centrality,0.5684113865932048
时代,Degree Centrality,0.41781450872359965
建立,Degree Centrality,0.7079889807162534
国家,Degree Centrality,0.8158861340679523
教育,Degree Centrality,0.6680440771349863
机构,Degree Centrality,0.4898989898989899
设立,Degree Centrality,0.34940312213039487
研究所,Degree Centrality,0.42424242424242425
研究,Degree Centrality,0.7089072543617998
环境,Degree Centrality,0.43709825528007346
政策,Degree Centrality,0.7029384756657484
资源,Degree Centrality,0.41276400367309457
系统,Degree Centrality,0.49081726354453625
附图片,Degree Centrality,0.5404040404040404
记者,Degree Centrality,0.702020202020202
正式,Degree Centrality,0.4830119375573921
抵达,Degree Centrality,0.1919191919191919
