Node,Centrality Type,Score
煤矿,Degree Centrality,0.22332506203473945
山东,Degree Centrality,0.14392059553349876
赞扬,Degree Centrality,0.3707196029776675
老工人,Degree Centrality,0.2491315136476427
干劲,Degree Centrality,0.13995037220843673
服务,Degree Centrality,0.4684863523573201
接待,Degree Centrality,0.1325062034739454
高产,Degree Centrality,0.1533498759305211
胜利,Degree Centrality,0.6054590570719603
食堂,Degree Centrality,0.04516129032258064
制度,Degree Centrality,0.41935483870967744
送到,Degree Centrality,0.1707196029776675
商品,Degree Centrality,0.2555831265508685
工人,Degree Centrality,0.7677419354838709
东西,Degree Centrality,0.3334987593052109
报纸,Degree Centrality,0.35384615384615387
义务,Degree Centrality,0.1935483870967742
斗争,Degree Centrality,0.7746898263027295
战场,Degree Centrality,0.2153846153846154
参加,Degree Centrality,0.7315136476426799
批判,Degree Centrality,0.5965260545905707
同志,Degree Centrality,0.7096774193548387
听说,Degree Centrality,0.12158808933002481
大事,Degree Centrality,0.20794044665012407
保证,Degree Centrality,0.48635235732009924
旧社会,Degree Centrality,0.2248138957816377
想到,Degree Centrality,0.22531017369727047
邓小平,Degree Centrality,0.5320099255583126
复辟,Degree Centrality,0.4148883374689826
历史,Degree Centrality,0.6074441687344914
单纯,Degree Centrality,0.13002481389578163
通讯员,Degree Centrality,0.2153846153846154
新华社,Degree Centrality,0.6595533498759305
马克思列宁主义,Degree Centrality,0.2704714640198511
小组,Degree Centrality,0.3880893300248139
发表,Degree Centrality,0.4957816377171216
社论,Degree Centrality,0.38858560794044666
揭露,Degree Centrality,0.41240694789081883
苏联,Degree Centrality,0.707196029776675
缓和,Degree Centrality,0.30719602977667493
签署,Degree Centrality,0.14540942928039702
文件,Degree Centrality,0.22034739454094293
仪式,Degree Centrality,0.15632754342431762
事实,Degree Centrality,0.46253101736972707
欧洲,Degree Centrality,0.36625310173697273
指出,Degree Centrality,0.6957816377171215
超级大国,Degree Centrality,0.4094292803970223
日益,Degree Centrality,0.3543424317617866
加紧,Degree Centrality,0.3161290322580645
帝国主义,Degree Centrality,0.5126550868486353
侵略战争,Degree Centrality,0.08535980148883375
发起,Degree Centrality,0.09875930521091811
和平,Degree Centrality,0.3975186104218362
解除,Degree Centrality,0.08387096774193549
人民,Degree Centrality,0.8401985111662531
武装,Degree Centrality,0.33200992555831266
社会,Degree Centrality,0.6049627791563276
世界,Degree Centrality,0.5781637717121588
战争,Degree Centrality,0.43970223325062036
意义,Degree Centrality,0.4312655086848635
怀疑,Degree Centrality,0.11861042183622829
态度,Degree Centrality,0.2873449131513648
大国,Degree Centrality,0.24863523573200993
美国,Degree Centrality,0.541439205955335
争夺,Degree Centrality,0.31215880893300246
国家,Degree Centrality,0.777667493796526
方法,Degree Centrality,0.341439205955335
鼓吹,Degree Centrality,0.36426799007444166
