Node,Centrality Type,Score
新华社,Degree Centrality,0.5541950113378685
记者,Degree Centrality,0.7591836734693878
中国,Degree Centrality,0.8371882086167801
国家,Degree Centrality,0.7954648526077098
主席,Degree Centrality,0.5646258503401361
江泽民,Degree Centrality,0.5664399092970522
美国,Degree Centrality,0.6965986394557824
日益,Degree Centrality,0.4027210884353742
确保,Degree Centrality,0.4439909297052154
努力,Degree Centrality,0.6702947845804988
访问,Degree Centrality,0.44217687074829937
成功,Degree Centrality,0.598185941043084
美国政府,Degree Centrality,0.19092970521541952
国会,Degree Centrality,0.1795918367346939
影响,Degree Centrality,0.6802721088435375
领导人,Degree Centrality,0.5174603174603175
关心,Degree Centrality,0.5006802721088436
显示,Degree Centrality,0.42585034013605444
透露,Degree Centrality,0.23310657596371884
信息,Degree Centrality,0.49478458049886626
寻求,Degree Centrality,0.2875283446712018
战略,Degree Centrality,0.5102040816326531
利益,Degree Centrality,0.5179138321995466
成果,Degree Centrality,0.5428571428571429
客人,Degree Centrality,0.26394557823129255
包括,Degree Centrality,0.6666666666666667
总统,Degree Centrality,0.48390022675736966
事务,Degree Centrality,0.3034013605442177
议长,Degree Centrality,0.15510204081632653
率领,Degree Centrality,0.24308390022675738
国际,Degree Centrality,0.7133786848072563
关系,Degree Centrality,0.6834467120181407
委员会,Degree Centrality,0.5369614512471655
代表团,Degree Centrality,0.3963718820861678
太平洋,Degree Centrality,0.14829931972789118
小组,Degree Centrality,0.3614512471655329
民主,Degree Centrality,0.4054421768707483
中心,Degree Centrality,0.6299319727891157
访华,Degree Centrality,0.23446712018140592
事实,Degree Centrality,0.363265306122449
接待,Degree Centrality,0.291609977324263
希望,Degree Centrality,0.6925170068027211
稳定,Degree Centrality,0.6090702947845805
健康,Degree Centrality,0.5002267573696145
合作,Degree Centrality,0.6480725623582767
世纪,Degree Centrality,0.5315192743764172
高度,Degree Centrality,0.4435374149659864
把握,Degree Centrality,0.34285714285714286
增加,Degree Centrality,0.6258503401360545
信任,Degree Centrality,0.30612244897959184
减少,Degree Centrality,0.4829931972789116
分歧,Degree Centrality,0.22358276643990932
改善,Degree Centrality,0.5170068027210885
发展,Degree Centrality,0.7895691609977324
交往,Degree Centrality,0.28979591836734697
增多,Degree Centrality,0.24852607709750568
接触,Degree Centrality,0.30612244897959184
活跃,Degree Centrality,0.31156462585034017
来到,Degree Centrality,0.4834467120181406
城乡,Degree Centrality,0.2653061224489796
发生,Degree Centrality,0.6571428571428571
活力,Degree Centrality,0.33650793650793653
顺利,Degree Centrality,0.4326530612244898
结束,Degree Centrality,0.580952380952381
国务院,Degree Centrality,0.5160997732426305
重申,Degree Centrality,0.2594104308390023
维护,Degree Centrality,0.5233560090702948
世界,Degree Centrality,0.7224489795918367
和平,Degree Centrality,0.5065759637188209
对话,Degree Centrality,0.28616780045351475
地区,Degree Centrality,0.7269841269841271
经济,Degree Centrality,0.7510204081632653
领域,Degree Centrality,0.5120181405895692
教育,Degree Centrality,0.6634920634920636
科技,Degree Centrality,0.6036281179138322
潜力,Degree Centrality,0.2802721088435374
拥有,Degree Centrality,0.4743764172335601
接受,Degree Centrality,0.6054421768707483
打击,Degree Centrality,0.36009070294784584
犯罪,Degree Centrality,0.28571428571428575
建立,Degree Centrality,0.7142857142857143
符合,Degree Centrality,0.42811791383219955
人民,Degree Centrality,0.7541950113378685
标志,Degree Centrality,0.4417233560090703
恢复,Degree Centrality,0.5219954648526077
阶段,Degree Centrality,0.4834467120181406
读者,Degree Centrality,0.33696145124716553
作家,Degree Centrality,0.3487528344671202
内容,Degree Centrality,0.5886621315192744
儿童,Degree Centrality,0.43900226757369615
刊登,Degree Centrality,0.2068027210884354
作品,Degree Centrality,0.4485260770975057
提供,Degree Centrality,0.6770975056689342
编辑,Degree Centrality,0.2829931972789116
北京,Degree Centrality,0.6965986394557824
朋友,Degree Centrality,0.41315192743764173
昆明,Degree Centrality,0.1437641723356009
文章,Degree Centrality,0.3900226757369615
城市,Degree Centrality,0.6380952380952382
充满,Degree Centrality,0.3215419501133787
培育,Degree Centrality,0.3142857142857143
祖国,Degree Centrality,0.5165532879818594
建设,Degree Centrality,0.745578231292517
美好,Degree Centrality,0.27346938775510204
感谢,Degree Centrality,0.2852607709750567
奶奶,Degree Centrality,0.0598639455782313
时代,Degree Centrality,0.4684807256235828
