Node,Centrality Type,Score
山西省,Degree Centrality,0.10821446138711263
公社,Degree Centrality,0.5686178061977373
大队,Degree Centrality,0.573536645351697
克服,Degree Centrality,0.37973438268568616
养猪,Degree Centrality,0.22725036891293654
思想,Degree Centrality,0.6251844564682735
发展,Degree Centrality,0.7973438268568618
平均,Degree Centrality,0.2921790457452041
集体,Degree Centrality,0.4864731923266109
总数,Degree Centrality,0.12690605017215936
过程,Degree Centrality,0.5066404328578455
管理,Degree Centrality,0.40482046237088043
饲料,Degree Centrality,0.11510083620265617
组织,Degree Centrality,0.7181505164781111
干部,Degree Centrality,0.6394490900147565
社员,Degree Centrality,0.5568125922282341
学习,Degree Centrality,0.6768322675848499
毛主席,Degree Centrality,0.6915887850467289
教导,Degree Centrality,0.4058042302016724
很大,Degree Centrality,0.4982784062961141
干劲,Degree Centrality,0.19478603049680274
世界观,Degree Centrality,0.2828332513526807
教育,Degree Centrality,0.6202656173143138
书记,Degree Centrality,0.37481554353172647
带领,Degree Centrality,0.37088047220855874
时间,Degree Centrality,0.5420560747663551
事实,Degree Centrality,0.4171175602557796
决心,Degree Centrality,0.5464830300049188
生产,Degree Centrality,0.76340383669454
地方,Degree Centrality,0.5823905558288244
外地,Degree Centrality,0.15838662075750123
办法,Degree Centrality,0.43334972946384653
经验,Degree Centrality,0.5592720118052139
作物,Degree Centrality,0.14608952287260205
种植,Degree Centrality,0.26020659124446627
比例,Degree Centrality,0.10772257747171667
保证,Degree Centrality,0.5317265125430398
情况,Degree Centrality,0.6812592228234137
搞好,Degree Centrality,0.3615346778160354
重视,Degree Centrality,0.3393999016232169
分散,Degree Centrality,0.1574028529267093
影响,Degree Centrality,0.5341859321200196
妄图,Degree Centrality,0.3177570093457944
破坏,Degree Centrality,0.4545007378258731
事业,Degree Centrality,0.5312346286276438
阶级,Degree Centrality,0.499754058042302
敌人,Degree Centrality,0.5405804230201672
刘少奇,Degree Centrality,0.2720118052139695
林彪,Degree Centrality,0.4013772749631087
修正主义,Degree Centrality,0.4658140678799803
路线,Degree Centrality,0.5784554845056566
打击,Degree Centrality,0.3177570093457944
落实,Degree Centrality,0.27742252828332514
政策,Degree Centrality,0.5425479586817511
抓好,Degree Centrality,0.24053123462862763
鼓励,Degree Centrality,0.3074274471224791
国家,Degree Centrality,0.8027545499262174
建立,Degree Centrality,0.6620757501229709
小组,Degree Centrality,0.4377766847024102
提高,Degree Centrality,0.6424003935071323
技术,Degree Centrality,0.5750122970978848
改善,Degree Centrality,0.29906542056074764
培养,Degree Centrality,0.38317757009345793
觉悟,Degree Centrality,0.35022134776192815
贫农,Degree Centrality,0.23708804722085586
队伍,Degree Centrality,0.44761436301032953
担任,Degree Centrality,0.32857845548450565
人民,Degree Centrality,0.8401377274963109
服务,Degree Centrality,0.5115592720118052
指示,Degree Centrality,0.44023610427939003
充分发挥,Degree Centrality,0.23413674372848006
作用,Degree Centrality,0.5204131824889325
方法,Degree Centrality,0.40186915887850466
气候,Degree Centrality,0.11854402361042793
调查,Degree Centrality,0.4043285784554845
知识青年,Degree Centrality,0.45204131824889326
设计,Degree Centrality,0.3172651254303984
生长,Degree Centrality,0.17904574520413183
改为,Degree Centrality,0.13034923757993114
兄弟,Degree Centrality,0.42597147073290703
社队,Degree Centrality,0.36989670437776684
提供,Degree Centrality,0.47958681751106735
带动,Degree Centrality,0.22233152975897688
农业,Degree Centrality,0.6502705361534677
优质,Degree Centrality,0.07329070339399901
肥料,Degree Centrality,0.18593212001967535
粮食,Degree Centrality,0.4731923266109198
亩产,Degree Centrality,0.19232661091982292
黄河,Degree Centrality,0.13280865715691095
西德,Degree Centrality,0.2582390555828824
美英,Degree Centrality,0.032956222331529755
意大利,Degree Centrality,0.24151500245941956
日本,Degree Centrality,0.5327102803738317
英国,Degree Centrality,0.3482538121003443
美国,Degree Centrality,0.5907525823905558
法国,Degree Centrality,0.35759960649286765
历史,Degree Centrality,0.6030496802754549
处在,Degree Centrality,0.12985735366453516
时期,Degree Centrality,0.4835218888342351
为首,Degree Centrality,0.1574028529267093
党中央,Degree Centrality,0.2557796360059026
领导,Degree Centrality,0.6876537137235612
全国,Degree Centrality,0.6684702410231185
执行,Degree Centrality,0.5130349237579931
理论,Degree Centrality,0.5946876537137236
国民经济,Degree Centrality,0.27840629611411705
建设,Degree Centrality,0.6679783571077226
现代化,Degree Centrality,0.2247909493359567
社会主义,Degree Centrality,0.7265125430398426
奋斗,Degree Centrality,0.2616822429906542
全党,Degree Centrality,0.1411706837186424
动员,Degree Centrality,0.2715199212985735
普及,Degree Centrality,0.2764387604525332
大寨,Degree Centrality,0.46237088047220853
革命,Degree Centrality,0.8116084604033448
运动,Degree Centrality,0.6414166256763404
胜利,Degree Centrality,0.6148548942449582
专政,Degree Centrality,0.5799311362518446
文化大革命,Degree Centrality,0.4938514510575504
批林批孔,Degree Centrality,0.4909001475651746
成果,Degree Centrality,0.38858829316281357
伟大领袖,Degree Centrality,0.2921790457452041
作出,Degree Centrality,0.5135268076733891
马克思主义,Degree Centrality,0.3925233644859813
资本主义,Degree Centrality,0.5213969503197246
复辟,Degree Centrality,0.27988194786030496
发动,Degree Centrality,0.411214953271028
实质,Degree Centrality,0.21495327102803738
资产阶级,Degree Centrality,0.5514018691588785
政治,Degree Centrality,0.6414166256763404
参加,Degree Centrality,0.7545499262174127
司令部,Degree Centrality,0.1072306935563207
粉碎,Degree Centrality,0.24003935071323165
阴谋,Degree Centrality,0.31136251844564683
帝国主义,Degree Centrality,0.4815543531726512
社会,Degree Centrality,0.6079685194294147
沉重,Degree Centrality,0.1352680767338908
批判,Degree Centrality,0.5130349237579931
占领,Degree Centrality,0.33546483030004914
生产力,Degree Centrality,0.13871126414166257
强大,Degree Centrality,0.30791933103787505
精神,Degree Centrality,0.5976389572060993
经济,Degree Centrality,0.6389572060993605
尖锐,Degree Centrality,0.24594195769798327
锻炼,Degree Centrality,0.30398425971470733
毛泽东思想,Degree Centrality,0.28430890309886864
意义,Degree Centrality,0.4643384161337924
指出,Degree Centrality,0.6733890801770782
意味着,Degree Centrality,0.1603541564190851
道路,Degree Centrality,0.5233644859813084
共产主义,Degree Centrality,0.366945400885391
危险,Degree Centrality,0.3266109198229218
时刻,Degree Centrality,0.30939498278406297
警惕,Degree Centrality,0.24446630595179536
反复,Degree Centrality,0.33103787506148546
斗争,Degree Centrality,0.7402852926709296
才能,Degree Centrality,0.48696507624200686
理解,Degree Centrality,0.27250368912936546
正确,Degree Centrality,0.39449090014756516
估计,Degree Centrality,0.12739793408755534
批评,Degree Centrality,0.21938022626660106
合作化,Degree Centrality,0.13428430890309886
同志,Degree Centrality,0.7058534185932119
本质,Degree Centrality,0.1864240039350713
东西,Degree Centrality,0.3807181505164781
解决,Degree Centrality,0.5818986719134284
方向,Degree Centrality,0.4141662567634038
条件,Degree Centrality,0.5573044761436301
错误,Degree Centrality,0.3192326610919823
群众,Degree Centrality,0.7545499262174127
决不能,Degree Centrality,0.20609936055090997
立场,Degree Centrality,0.3290703393999016
原则,Degree Centrality,0.48548942449581894
实践,Degree Centrality,0.43138219380226267
高度,Degree Centrality,0.33743236596163306
性质,Degree Centrality,0.2016724053123463
懂得,Degree Centrality,0.2852926709296606
热情,Degree Centrality,0.48204623708804717
态度,Degree Centrality,0.3216920806689621
著作,Degree Centrality,0.29906542056074764
领导班子,Degree Centrality,0.26856861780619773
标志,Degree Centrality,0.17855386128873585
文艺,Degree Centrality,0.31529758976881456
工人阶级,Degree Centrality,0.40531234628627644
工业,Degree Centrality,0.5710772257747171
农村,Degree Centrality,0.6069847515986226
群众性,Degree Centrality,0.24299065420560748
指引,Degree Centrality,0.26758484997540577
光辉,Degree Centrality,0.3069355632070831
前途,Degree Centrality,0.14756517461878996
代表,Degree Centrality,0.6517461878996557
希望,Degree Centrality,0.43334972946384653
经历,Degree Centrality,0.25528775209050664
完善,Degree Centrality,0.08755533694048204
成熟,Degree Centrality,0.08411214953271028
利用,Degree Centrality,0.5479586817511067
否定,Degree Centrality,0.15248401377274962
列宁,Degree Centrality,0.3143138219380226
手段,Degree Centrality,0.3320216428922774
保护,Degree Centrality,0.3148057058534186
鲁迅,Degree Centrality,0.2085587801278898
揭露,Degree Centrality,0.35759960649286765
改革,Degree Centrality,0.3172651254303984
状况,Degree Centrality,0.32365961633054596
成长,Degree Centrality,0.3069355632070831
创造,Degree Centrality,0.4608952287260206
世界,Degree Centrality,0.5696015740285293
动力,Degree Centrality,0.220363994097393
出发,Degree Centrality,0.29070339399901624
解放,Degree Centrality,0.4953271028037383
