Node,Centrality Type,Score
做好,Degree Centrality,0.37260677466863035
思想,Degree Centrality,0.6077565046637211
工作,Degree Centrality,0.7530682376043201
群众,Degree Centrality,0.7658321060382915
工程,Degree Centrality,0.3853706431026019
委员,Degree Centrality,0.3318605792832597
解决,Degree Centrality,0.6057928325969563
情况,Degree Centrality,0.7133038782523319
现象,Degree Centrality,0.30338733431516934
政治,Degree Centrality,0.6205203730976927
变化,Degree Centrality,0.4108983799705449
反复,Degree Centrality,0.3549337260677467
转化,Degree Centrality,0.10309278350515463
司机,Degree Centrality,0.13107511045655376
工地,Degree Centrality,0.25675012272950415
部门,Degree Centrality,0.48306332842415317
分析,Degree Centrality,0.3696612665684831
树立,Degree Centrality,0.25233186057928325
人民,Degree Centrality,0.8370152184585175
服务,Degree Centrality,0.48748159057437407
革命,Degree Centrality,0.7859597447226313
老工人,Degree Centrality,0.3392243495336279
服从,Degree Centrality,0.11880216003927344
道理,Degree Centrality,0.20913107511045656
照顾,Degree Centrality,0.1718213058419244
生活,Degree Centrality,0.6146293568973982
学习,Degree Centrality,0.6563573883161512
毛主席,Degree Centrality,0.6627393225331369
光辉,Degree Centrality,0.29945999018163966
著作,Degree Centrality,0.27196858124693174
引导,Degree Centrality,0.2582228767795778
同志,Degree Centrality,0.7098674521354934
父亲,Degree Centrality,0.13451153657339224
教育,Degree Centrality,0.6288659793814433
追求,Degree Centrality,0.09572901325478644
享受,Degree Centrality,0.06676485027000491
干劲,Degree Centrality,0.2110947471772214
下降,Degree Centrality,0.22533136966126657
观点,Degree Centrality,0.30338733431516934
不用,Degree Centrality,0.09523809523809523
阶级,Degree Centrality,0.41237113402061853
单位,Degree Centrality,0.521845851742759
社会,Degree Centrality,0.5277368679430535
高度,Degree Centrality,0.30338733431516934
启发,Degree Centrality,0.21207658321060383
工人阶级,Degree Centrality,0.3274423171330388
意义,Degree Centrality,0.42366224840451644
提高,Degree Centrality,0.6519391261659303
连续,Degree Centrality,0.3627884143348061
评为,Degree Centrality,0.0819833087874325
先进,Degree Centrality,0.3598429062346588
新华社,Degree Centrality,0.6701030927835051
电据,Degree Centrality,0.15022091310751104
总书记,Degree Centrality,0.10505645557191949
发表,Degree Centrality,0.4786450662739322
爱国,Degree Centrality,0.38095238095238093
胜利,Degree Centrality,0.6062837506136475
部队,Degree Centrality,0.540500736377025
公路,Degree Centrality,0.2704958271968581
进攻,Degree Centrality,0.23711340206185566
敌军,Degree Centrality,0.10211094747177221
打死,Degree Centrality,0.09474717722140402
敌人,Degree Centrality,0.5282277859597447
设备,Degree Centrality,0.35640648011782033
地区,Degree Centrality,0.7079037800687286
